adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000950123-10-070874	917851	VALE S.A.	1000	BR		RIO DE JANEIRO	20005-900	AVENIDA GRACA ARANHA #26		552138144540	BR		RIO DE JANEIRO	20005-900	AVENIDA GRACA ARANHA #26				000000000	COMPANHIA VALE DO RIO DOCE	20051108	1-LAF	1	1231	6-K	20100630	2010	Q2	20100802	2010-08-02 09:10:00.0	1	0	vale-20100630.xml	1	
0000950123-10-070940	216228	ITT CORP	3561	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE		914.641.2041	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE		US	IN	135158950	ITT CORP	20060705	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 11:51:00.0	0	1	itt-20100630.xml	1	
0000950123-10-070947	823768	WASTE MANAGEMENT INC	4953	US	TX	HOUSTON	77002	1001 FANNIN STREET	STE 4000	7135126200	US	TX	HOUSTON	77002	1001 FANNIN STREET	SUITE 4000	US	DE	731309529	USA WASTE SERVICES INC	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 12:06:00.0	0	1	wm-20100630.xml	1	
0000950123-10-071085	851205	COGNEX CORP	3823	US	MA	NATICK	01760	ONE VISION DR		5086503000	US	MA	NATICK	01760	ONE VISION DRIVE		US	MA	042713778			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:07:00.0	0	0	cgnx-20100704.xml	1	
0000950123-10-071099	1180262	HERBALIFE LTD.	5122	KY		GEORGE TOWN	00000	P.O. BOX 309GT	UGLAND HOUSE, SOUTH CHURCH STREET	310 410 9600	KY		GEORGE TOWN	00000	P.O. BOX 309GT	UGLAND HOUSE, SOUTH CHURCH STREET	KY		000000000	WH HOLDINGS CAYMAN ISLANDS LTD	20020814	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:12:00.0	0	0	hlf-20100630.xml	1	
0000950123-10-071150	780053	NATIONWIDE HEALTH PROPERTIES INC	6798	US	CA	NEWPORT BEACH	92660-6429	610 NEWPORT CENTER DR	STE 1150	9497184400	US	CA	NEWPORT BEACH	92660-6429	610 NEWPORT CENTER DR	STE 1150	US	MD	953997619	BEVERLY INVESTMENT PROPERTIES INC	19890515	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:40:00.0	0	0	nhp-20100630.xml	1	
0000950123-10-071159	1056239	L 3 COMMUNICATIONS HOLDINGS INC	3663	US	NY	NEW YORK	10016	600 THIRD AVENUE	34TH FLOOR	2126971111	US	NY	NEW YORK	10016	600 THIRD AVENUE	34TH FLOOR	US	DE	133937434			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:48:00.0	0	1	lll-20100625.xml	2	1039101
0000950123-10-071166	906163	NVR INC	1531	US	VA	RESTON	20190	11700 PLAZA AMERICA DR.	SUITE 500	7039564000	US	VA	RESTON	20190	11700 PLAZA AMERICA DR.		US	VA	541394360			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:54:00.0	0	0	nvr-20100630.xml	1	
0000950123-10-071213	889900	PATTERSON UTI ENERGY INC	1381	US	TX	SNYDER	79549	4510 LAMESA HWY	P O DRAWER 1416	9155731104	US	TX	SNYDER	79550	P O DRAWER 1416		US	DE	752504748	PATTERSON ENERGY INC	19940228	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 17:13:00.0	0	0	pten-20100630.xml	1	
0000950123-10-071231	918386	QLOGIC CORP	3576	US	CA	ALLISO VIEJO	92656	26650 LAGUNA HILLS DR		7144382200	US	CA	ALLISO VIEJO	92656	26650 LAGUNA HILLS DR		US	DE	330537669	Q LOGIC CORP	19940201	1-LAF	1	0331	10-Q	20100630	2010	Q1	20100802	2010-08-02 17:16:00.0	0	0	qlgc-20100627.xml	1	
0000950123-10-071234	1086195	ART TECHNOLOGY GROUP INC	7372	US	MA	CAMBRIDGE	02142	ONE MAIN STREET		617-386-1000	US	MA	CAMBRIDGE	02142	ONE MAIN STREET		US	DE	043141918			2-ACC	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 17:17:00.0	0	0	artg-20100630.xml	1	
0000950123-10-071253	914208	INVESCO LTD.	6282	US	GA	ATLANTA	30309	1555 PEACHTREE STREET NE	SUITE 1800	404-892-0896	US	GA	ATLANTA	30309	1555 PEACHTREE STREET NE	SUITE 1800	BM		980557567	INVESCO LTD	20080508	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 17:23:00.0	0	1	ivz-20100630.xml	1	
0001000228-10-000032	1000228	HENRY SCHEIN INC	5047	US	NY	MELVILLE	11747	135 DURYEA RD		6318435500	US	NY	MELVILLE	11747	135 DURYEA RD		US	DE	113136595	SCHEIN HENRY INC	19950907	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 12:59:00.0	0	0	hsic-20100626.xml	1	
0001047469-10-006835	21344	COCA COLA CO	2080	US	GA	ATLANTA	30313	ONE COCA COLA PLAZA		404-676-2121	US	GA	ATLANTA	30313	ONE COCA COLA PLAZA		US	DE	580628465			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 10:07:00.0	0	1	ko-20100702.xml	1	
0001060822-10-000034	1060822	CARTERS INC	2300	US	GA	ATLANTA	30309	THE PROSCENIUM	1170 PEACHTREE STREET NE SUITE 900	(404) 745-2700	US	GA	ATLANTA	30309	THE PROSCENIUM	1170 PEACHTREE STREET NE SUITE 900	US	DE	133912933	CARTER HOLDINGS INC	19980430	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-07-30 19:19:00.0	0	0	cri-20100703.xml	1	
0001104659-10-041117	1075415	SENIOR HOUSING PROPERTIES TRUST	6798	US	MA	NEWTON	02458	400 CENTRE STREET		6173323990							US	MD	043445278			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:20:00.0	0	0	snh-20100630.xml	1	
0001104659-10-041150	775158	OSHKOSH CORP	3711	US	WI	OSHKOSH	54903	2307 OREGON ST	P O BOX 2566	920 235 9151	US	WI	OSHKOSH	54903	2307 OREGON ST P O BOX 2566	2307 OREGON ST P O BOX 2566	US	WI	390520270	OSHKOSH TRUCK CORP	19920703	1-LAF	0	0930	10-Q	20100630	2010	Q3	20100802	2010-08-02 17:29:00.0	0	0	osk-20100630.xml	1	
0001140361-10-030997	1000753	ADMINISTAFF INC \DE\	7363	US	TX	KINGWOOD	77339	19001 CRESCENT SPRINGS DR		7133588986	US	TX	KINGWOOD	77339	19001 CRESCENT SPRINGS DR		US	DE	760479645			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 11:52:00.0	0	0	asf-20100630.xml	1	
0001144204-10-040709	1301611	LIFEPOINT HOSPITALS, INC.	8062	US	TN	BRENTWOOD	37027	103 POWELL COURT	SUITE 200	615-372-8500	US	TN	BRENTWOOD	37027	103 POWELL COURT	SUITE 200			201538254	LAKERS HOLDING CORP.	20040826	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 17:13:00.0	0	0	lpnt-20100630.xml	1	
0001157523-10-004555	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	1	1231	8-K	20100331	2010	Q1	20100802	2010-08-02 10:22:00.0	1	0	f-20100331.xml	1	
0001193125-10-172477	1403161	VISA INC.	7389	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		(415) 932-2100	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		US	DE	260267673	VISA INC.	20070614	1-LAF	0	0930	10-Q	20100630	2010	Q3	20100802	2010-07-30 19:14:00.0	0	1	v-20100630.xml	1	
0001193125-10-173033	1100962	ENDO PHARMACEUTICALS HOLDINGS INC	2834	US	PA	CHADDS FORD	19317	100 ENDO BOULEVARD		6105589800	US	PA	CHADDS FORD	19317	100 ENDO BOULEVARD		US	DE	134022871			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 09:26:00.0	0	0	endp-20100630.xml	1	
0001193125-10-173066	9892	BARD C R INC /NJ/	3841	US	NJ	MURRAY HILL	07974	730 CENTRAL AVE		9082778000	US	NJ	MURRAY HILL	07974	730 CENTRAL AVENUE		US	NJ	221454160			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100802	2010-08-02 10:12:00.0	0	1	bcr-20100630.xml	1	
0001193125-10-173080	1059556	MOODYS CORP /DE/	7320	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	AT 250 GREENWICH STREET	2125530300	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	AT 250 GREENWICH STREET	US	DE	133998945	DUN & BRADSTREET CORP /DE/	19980728	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 10:27:00.0	0	1	mco-20100630.xml	1	
0001193125-10-173161	9984	BARNES GROUP INC	3490	US	CT	BRISTOL	06010	123 MAIN ST		8605837070	US	CT	BRISTOL	06010	123 MAIN ST		US	DE	060247840	ASSOCIATED SPRING CORP	19760518	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 11:35:00.0	0	0	b-20100630.xml	1	
0001193125-10-173396	40545	GENERAL ELECTRIC CO	3600	US	CT	FAIRFIELD	06828	3135 EASTON TURNPIKE	W3F	203-373-2211	US	CT	FAIRFIELD	06828	3135 EASTON TURNPIKE	W3F	US	NY	140689340			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 13:59:00.0	0	1	ge-20100630.xml	1	
0001193125-10-173603	715957	DOMINION RESOURCES INC /VA/	4911	US	VA	RICHMOND	23219	120 TREDEGAR STREET		8048192000	US	VA	RICHMOND	23261	P. O. BOX 26532		US	VA	541229715			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:04:00.0	0	1	d-20100630.xml	2	103682
0001193125-10-173610	1419521	HATTERAS FINANCIAL CORP	6798	US	NC	WINSTON SALEM	27103	110 OAKWOOD DRIVE	SUITE 340	336-760-9347	US	NC	Winston Salem	27103	110 OAKWOOD DRIVE	SUITE 340			261141886			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:07:00.0	0	0	hts-20100630.xml	1	
0001193125-10-173635	70866	NCR CORP	3578	US	OH	DAYTON	45479	1700 S PATTERSON BLVD	CORP POLICIES WHQ-3	9374455000	US	OH	DAYTON	45479	1700 S PATTERSON BLVD		US	MD	310387920	NATIONAL CASH REGISTER CO	19740617	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:15:00.0	0	0	ncr-20100630.xml	1	
0001193125-10-173642	108772	XEROX CORP	3577	US	CT	NORWALK	06856	45 GLOVER AVENUE	PO BOX 4505	2039683000	US	CT	NORWALK	06856	45 GLOVER AVENUE	PO BOX 4505	US	NY	160468020	HALOID XEROX INC	19730813	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:18:00.0	0	1	xrx-20100630.xml	1	
0001193125-10-173680	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:31:00.0	0	1	hum-20100630.xml	1	
0001193125-10-173701	315213	HALF ROBERT INTERNATIONAL INC /DE/	7363	US	CA	MENLO PARK	94025	2884 SAND HILL RD	STE 200	6502346000	US	CA	MENLO PARK	94025	2884 SAND HILL ROAD	STE 200	US	DE	941648752	BOOTHE FINANCIAL CORP /DE/	19870721	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 16:42:00.0	0	0	rhi-20100630.xml	1	
0001193125-10-173723	829224	STARBUCKS CORP	5810	US	WA	SEATTLE	98124-1067	P O BOX 34067		2064471575	US	WA	SEATTLE	98134	2401 UTAH AVENUE SOUTH		US	WA	911325671			1-LAF	1	0930	10-Q	20100630	2010	Q3	20100802	2010-08-02 16:47:00.0	0	1	sbux-20100627.xml	1	
0001193125-10-173754	860748	UNITRIN INC	6331	US	IL	CHICAGO	60601	ONE EAST WACKER DR		3126614600	US	IL	CHICAGO	60601	ONE EAST WACKER DR		US	DE	954255452			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 17:13:00.0	0	0	utr-20100630.xml	1	
0001193125-10-173799	1070412	CONSOL ENERGY INC	1221	US	PA	PITTSBURGH	15241	C/O CONSOL INC	1800 WASHINGTON RD	724-485-4000	US	PA	CANONSBURG	15317	CNX CENTER	1000 CONSOL ENERGY DRIVE	US	DE	510337383	CONSOL ENERGY INC	19980915	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100802	2010-08-02 17:17:00.0	0	1	cnx-20100630.xml	1	
0001274494-10-000029	1274494	FIRST SOLAR, INC.	3674	US	AZ	TEMPE	85281	350 WEST WASHINGTON STREET	SUITE 600	(602) 414-9300	US	AZ	TEMPE	85281	350 WEST WASHINGTON STREET	SUITE 600	US	DE	204623678	FIRST SOLAR HOLDINGS LLC	20031229	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100802	2010-07-30 19:43:00.0	0	1	fslr-20100626.xml	1	
0000049600-10-000013	49600	EASTGROUP PROPERTIES INC	6798	US	MS	JACKSON	39202	P O BOX 22728		6013543555	US	MS	JACKSON	39202	P O BOX 22728		US	MD	132711135	EASTGROUP PROPERTIES II INC	19970529	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:57:00.0	0	0	egp-20100630.xml	1	
0000072020-10-000036	72020	NICOR INC	4924	US	IL	NAPERVILLE	60563	1844 FERRY RD		6303059500	US	IL	NAPERVILLE	60566-7014	PO BOX 3014		US	IL	362855175			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:53:00.0	0	0	gas-20100719.xml	1	
0000078890-10-000039	78890	BRINKS CO	4731	US	VA	RICHMOND	23226-1800	1801 BAYBERRY COURT	P O BOX 18100	8042899623	US	VA	RICHMOND	23226-8100	1801 BAYBERRY COURT	P O BOX 18100	US	VA	541317776	PITTSTON CO	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-02 19:13:00.0	0	0	bco-20100630.xml	1	
0000086521-10-000055	1032208	SEMPRA ENERGY	4932	US	CA	SAN DIEGO	92101	101 ASH STREET	P O BOX 129400	6196962000	US	CA	SAN DIEGO	92101	101 ASH STREET	P O BOX 129400	US	CA	330732627	MINERAL ENERGY CO	19970205	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:25:00.0	0	1	sre-20100630.xml	4	75527 86521 92108
0000875357-10-000036	875357	BOK FINANCIAL CORP ET AL	6021	US	OK	TULSA	74192	BANK OF OKLAHOMA TOWER	PO BOX 2300	9185953025	US	OK	TULSA	74192	BANK OF OKLAHOMA TOWER	P O BOX 2300	US	OK	731373454			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-02 17:33:00.0	0	0	bokf-20100630.xml	1	
0000915389-10-000060	915389	EASTMAN CHEMICAL CO	2821	US	TN	KINGSPORT	37660	PO BOX 511	200 SOUTH WILCOX DRIVE	4232292000	US	TN	KINGSPORT	37662	P O BOX BOX 511 B-54D		US	DE	621539359			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 15:41:00.0	0	0	emn-20100630.xml	1	
0000916365-10-000020	916365	TRACTOR SUPPLY CO /DE/	5200	US	TN	BRENTWOOD	37027	200 POWELL PLACE		6153664600	US	TN	BRENTWOOD	37027	200 POWELL PLACE		US	DE	133139732			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:05:00.0	0	0	tsco-20100626.xml	1	
0000950123-10-071305	1137861	WRIGHT MEDICAL GROUP INC	3842	US	TN	ARLINGTON	38002	5677 AIRLINE ROAD		9018679971							US	DE	134088127			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-02 18:20:00.0	0	0	wmgi-20100630.xml	1	
0000950123-10-071324	811596	KAISER ALUMINUM CORP	3350	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		949-614-1740	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		US	DE	943030279	KAISERTECH LTD	19901122	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-02 19:03:00.0	0	0	kalu-20100630.xml	1	
0000950123-10-071348	708818	QUALITY SYSTEMS INC	7373	US	CA	IRVINE	92612	18191 VON KARMAN AVENUE		7147317171	US	CA	IRVINE	92612	18191 VON KARMAN AVENUE	SUITE 450	US	CA	952888568			1-LAF	0	0331	10-Q	20100630	2010	Q1	20100803	2010-08-02 20:19:00.0	0	0	qsii-20100630.xml	1	
0000950123-10-071471	355811	GENTEX CORP	3714	US	MI	ZEELAND	49464	600 N CENTENNIAL ST		6167721800							US	MI	382030505			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 06:16:00.0	0	0	gntx-20100630.xml	1	
0000950123-10-071509	764622	PINNACLE WEST CAPITAL CORP	4911	US	AZ	PHOENIX	85004	400 NORTH FIFTH STREET	MS8695	602 250 1000	US	AZ	PHOENIX	85004	400 NORTH FIFTH STREET	MS8695	US	AZ	860512431	AZP GROUP INC	19870506	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 08:03:00.0	0	0	pnw-20100630.xml	2	7286
0000950123-10-071615	1333141	FRESENIUS MEDICAL CARE AG & CO. KGAA	8090	DE		BAD HOMBURG	61352	ELSE-KROENER STRASSE 1		011-49-6172-6090	DE		BAD HOMBURG	61352	ELSE-KROENER STRASSE 1				000000000			1-LAF	1	1231	6-K	20100630	2010	Q2	20100803	2010-08-03 12:02:00.0	0	0	fms-20100630.xml	1	
0000950123-10-071622	1140859	AMERISOURCEBERGEN CORP	5122	US	PA	CHESTERBROOK	19087-5594	1300 MORRIS DRIVE		6107277000	US	PA	CHESTERBROOK	19087-5594	1300 MORRIS DRIVE		US	DE	233079390			1-LAF	1	0930	10-Q	20100630	2010	Q3	20100803	2010-08-03 12:11:00.0	0	1	abc-20100630.xml	1	
0000950123-10-071644	74208	UDR, INC.	6798	US	CO	HIGHLANDS RANCH	80129	1745 SHEA CENTER DRIVE	SUITE 200	720-283-6120	US	CO	HIGHLANDS RANCH	80129	1745 SHEA CENTER DRIVE	SUITE 200	US	MD	540857512	UNITED DOMINION REALTY TRUST INC	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 12:48:00.0	0	0	udr-20100630.xml	1	
0000950123-10-071671	1111711	NISOURCE INC/DE	4931	US	IN	MERRILLVILLE	46410-6272	801 EAST 86TH AVE		2196475200	US	IN	MERRILLVILLE	46410-6272	801 EAST 86TH AVE		US	DE	352108964	NEW NISOURCE INC	20000412	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 13:32:00.0	0	0	ni-20100630.xml	1	
0000950123-10-071734	916076	MARTIN MARIETTA MATERIALS INC	1400	US	NC	RALEIGH	27607	2710 WYCLIFF RD		9197814550							US	NC	561848578			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 15:19:00.0	0	0	mlm-20100630.xml	1	
0000950123-10-071774	1107332	DENDREON CORP	2834	US	WA	SEATTLE	98121	3005 FIRST AVENUE		206254545							US	DE	223203193			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:04:00.0	0	0	dndn-20100630.xml	1	
0000950123-10-071784	930184	VALEANT PHARMACEUTICALS INTERNATIONAL	2834	US	CA	ALISO VIEJO	92656	ONE ENTERPRISE		949-461-6000	US	CA	ALISO VIEJO	92656	ONE ENTERPRISE		US	DE	330628076	ICN PHARMACEUTICALS INC	19941114	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:11:00.0	0	0	vrx-20100630.xml	1	
0000950123-10-071821	1031296	FIRSTENERGY CORP	4911	US	OH	AKRON	44308-1890	76 SOUTH MAIN ST		330-761-7837	US	OH	AKRON	44308-1890	76 SOUTH MAIN ST		US	OH	341843785			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:32:00.0	0	1	fe-20100331.xml	8	20947 53456 65350 73960 77227 352049 1407703
0000950123-10-071854	1241199	CAPITALSOURCE INC	6159	US	MD	CHEVY CHASE					US	MD	CHEVY CHASE	20815	4445 WILLARD AVE	12TH FL	US	DE	352206895			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 17:08:00.0	0	0	cse-20100630.xml	1	
0000950123-10-071859	882184	HORTON D R INC /DE/	1531	US	TX	FORT WORTH	76102	D.R. HORTON TOWER	301 COMMERCE STREET, SUITE 500	8173908200	US	TX	FORT WORTH	76102	D.R. HORTON TOWER	301 COMMERCE STREET, SUITE 500	US	DE	752386963			1-LAF	1	0930	10-Q	20100630	2010	Q3	20100803	2010-08-03 17:12:00.0	0	0	dhi-20100630.xml	1	
0000950123-10-071864	1045609	AMB PROPERTY CORP	6798	US	CA	SAN FRANCISCO	94111	PIER 1 BAY 1		4153949000	US	CA	SAN FRANCISCO	94111	PIER 1 BAY 1		US	MD	943281941			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 17:17:00.0	0	0	amb-20100630.xml	2	1045610
0001014739-10-000025	1014739	BIOSCRIP, INC.	5912	US	NY	ELMSFORD	10523	100 CLEARBROOK ROAD		914 460 1600	US	NY	ELMSFORD	10523	100 CLEARBROOK ROAD		US	DE	050489664	MIM CORP	19960516	2-ACC	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 15:29:00.0	0	0	bios-20100630.xml	1	
0001047469-10-006909	102729	VALMONT INDUSTRIES INC	3440	US	NE	VALLEY	68064	PO BOX 358	HWY 275	4023592201	US	NE	VALLEY	68064-0358	P O BOX 358 - HIGHWAY 275		US	DE	470351813	VALLEY MANUFACTURING CO	19680822	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:13:00.0	0	0	vmi-20100626.xml	1	
0001047469-10-006913	813828	CBS CORP	4833	US	NY	NEW YORK	10019	51 WEST 52ND STREET	35TH FLOOR	2129754321	US	NY	NEW YORK	10019	51 WEST 52ND STREET	35TH FLOOR	US	DE	042949533	VIACOM INC	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:35:00.0	0	1	cbs-20100630.xml	1	
0001047469-10-006916	875320	VERTEX PHARMACEUTICALS INC / MA	2834	US	MA	CAMBRIDGE	02139-4242	130 WAVERLY STREET		6165776000							US	MA	043039129			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:41:00.0	0	1	vrtx-20100630.xml	1	
0001047469-10-006917	1100682	CHARLES RIVER LABORATORIES INTERNATIONAL INC	8731	US	MA	WILMINGTON	01867	261 BALLARDVALE STREET		9786586000	US	MA	WILMINGTON	01887	251 BALLARDVALE ST				061397316	CHARLES RIVER LABORATORIES HOLDINGS INC	19991208	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:43:00.0	0	0	crl-20100626.xml	1	
0001104659-10-041272	765880	HCP, INC.	6798	US	CA	LONG BEACH	90806	3760 KILROY AIRPORT WAY	SUITE 300	562-733-5100	US	CA	LONG BEACH	90806	3760 KILROY AIRPORT WAY	SUITE 300	US	MD	330091377	HEALTH CARE PROPERTY INVESTORS INC	19920703	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 08:37:00.0	0	1	hcp-20100630.xml	1	
0001104659-10-041333	1055160	MFA FINANCIAL, INC.	6798	US	NY	NEW YORK	10022	350 PARK AVENUE	21ST FL	2122076400	US	NY	NEW YORK	10022	350 PARK AVE	21ST FLOOR	US	MD	133974868	MFA MORTGAGE INVESTMENTS	20020809	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 11:11:00.0	0	0	mfa-20100630.xml	1	
0001104659-10-041413	1001838	SOUTHERN COPPER CORP/	1000	US	AZ	PHOENIX	85028	11811 NORTH TATUM BLVD	SUITE 2500	602-494-5328	US	AZ	PHOENIX	85028	11811 NORTH TATUM BLVD	SUITE 2500	US	DE	133849074	SOUTHERN PERU COPPER CORP/	19960726	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 14:16:00.0	0	0	scco-20100630.xml	1	
0001104659-10-041414	1049782	BROOKLINE BANCORP INC	6035	US	MA	BROOKLINE	02147	160 WASHINGTON STREET		6177303500	US	MA	BROOKLINE	02147	160 WASHINGTON ST		US	DE	000000000			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 14:16:00.0	0	0	brkl-20100630.xml	1	
0001104659-10-041421	893538	SM ENERGY CO	1311	US	CO	DENVER	80203	1775 SHERMAN STREET	SUITE 1200	303-861-8140	US	CO	DENVER	80203	1775 SHERMAN STREET	SUITE 1200	US	DE	410518430	ST MARY LAND & EXPLORATION CO	19940228	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 14:28:00.0	0	0	sm-20100630.xml	1	
0001104659-10-041470	794323	LEVEL 3 COMMUNICATIONS INC	4813	US	CO	BROOMFIELD	80021	1025 ELDORADO BOULEVARD	BLDG 2000	7208881000	US	CO	BROOMFIELD	80021	1025 ELDORADO BOULEVARD	BLDG 2000	US	DE	470210602	KIEWIT PETER SONS INC	19920703	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:16:00.0	0	0	lvlt-20100630.xml	1	
0001104659-10-041502	901491	PAPA JOHNS INTERNATIONAL INC	5812	US	KY	LOUISVILLE	40299-2334	2002 PAPA JOHNS BOULEVARD		5022617272	US	KY	LOUISVILLE	40269-9990	P O BOX 99900		US	DE	611203323			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:56:00.0	0	0	pzza-20100627.xml	1	
0001140361-10-031252	96763	TECHNITROL, INC.	3679	US	PA	TREVOSE	19053	1210 NORTHBROOK DR	SUITE 470	2153552900	US	PA	TREVOSE	19053	1210 NORTHBROOK DR	SUITE 470	US	PA	231292472	TECHNITROL INC	19920703	2-ACC	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 16:03:00.0	0	0	tnl-20100625.xml	1	
0001144204-10-040836	805676	PARK NATIONAL CORP /OH/	6021	US	OH	NEWARK	43055	50 NORTH THIRD ST		6143498451	US	OH	NEWARK	43058-3500	P O BOX 3500		US	OH	311179518			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 10:43:00.0	0	0	prk-20100630.xml	1	
0001157523-10-004628	1047340	FRESH DEL MONTE PRODUCE INC	0100	US	FL	CORAL GABLES	33134	241 SEVILLA AVENUE, 12TH FLOOR	C/O DEL MONTE FRESH PRODUCE CO	3055208400	US	FL	CORAL GABLES	33134	C/O DEL MONTE FRESH PRODUCE COMPANY	241 SEVILLA AVENUE, 12TH FLOOR	KY		000000000			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100803	2010-08-03 14:09:00.0	0	0	fdp-20100702.xml	1	
